compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
7-allyloxycoumarin	KWNHWLBNDYLDEC-UHFFFAOYSA-N	[M-H]-	201.055694	4.74286163	4.54286163	4.94286163		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run202.mzML	HF_Aug2019	
8-{[2-(4-ethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-methylhydropuri n-6-one	VOOMIIVLBKBSAK-UHFFFAOYSA-N	[M-H]-	396.113561	4.74354207	4.54354207	4.94354207		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_166_P-21-R-F_1_Rg90to1350-CE102040--S1_Run837.mzML	HF_Aug2019	
3-phenyl-2-pyrrolylpropanoic acid	SSUGRWDGXQIOME-UHFFFAOYSA-N	[M-H]-	214.087329	4.74381394	4.54381394	4.94381394		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_82_P-11-R-B_1_Rg90to1350-CE102040--S1_Run417.mzML	HF_Aug2019	
3,5-dimethoxy-n-(thiophen-2-ylmethyl)benzamide	KHYZTWGLKIAWIR-UHFFFAOYSA-N	[M+Cl]-	312.0466643	4.74396406	4.54396406	4.943964058		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_298_P-38-R-B_1_Rg90to1350-CE102040--S1_Run1497.mzML	HF_Aug2019	
n-(2,3-dimethylphenyl)-2-[2-oxo-4-(n-propylcarbamoyl)hydroquinolyl]acetamide	OTRACFKSPBFKRQ-UHFFFAOYSA-N	[M+formate]-	436.187793	4.74511928	4.54511928	4.94511928		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_176_P-22-R-H_1_Rg90to1350-CE102040--S1_Run887.mzML	HF_Aug2019	
nordihydroguaiaretic acid	HCZKYJDFEPMADG-UHFFFAOYSA-N	[M-H]-	301.144509	4.74604195	4.54604195	4.94604195		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_19_P-3-R-C_1_Rg90to1350-CE102040--S1_Run102.mzML	HF_Aug2019	
n-[5-(2-methylpropyl)-4-oxo-1,3-dioxan-5-yl]benzamide	ZJPYVGCXULFGJA-UHFFFAOYSA-N	[M-H]-	276.124108	4.7476316	4.5476316	4.9476316		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_221_P-28-R-E_1_Rg90to1350-CE102040--S1_Run1112.mzML	HF_Aug2019	
2-(4-hydroxyquinazolin-2-ylthio)-1-(3-methylpiperidyl)ethan-1-one	BBTASTMGRPPMCO-UHFFFAOYSA-N	[M-H]-	316.112498	4.7491856	4.5491856	4.949185597		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_196_P-25-R-D_1_Rg90to1350-CE102040--S1_Run987.mzML	HF_Aug2019	
n-(4-fluorophenyl)-2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]acetamide	KTARKVZSUAEWRU-UHFFFAOYSA-N	[M-H]-	406.15722	4.74970122	4.54970122	4.94970122		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_142_P-18-R-F_1_Rg90to1350-CE102040--S1_Run717.mzML	HF_Aug2019	
4-methyl-1-(2-purin-6-ylthioethoxy)benzene	YZBPKQBEEXHFCA-UHFFFAOYSA-N	[M-H]-	285.0815321	4.75098553	4.55098553	4.95098553		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_36_P-5-R-D_1_Rg90to1350-CE102040--S1_Run187.mzML	HF_Aug2019	
ROBENIDINE HYDROCHLORIDE	MOOFYEJFXBSZGE-LQGKIZFRSA-N	[M-H]-	332.04752477600005	4.751379706228408	4.251379706228408	5.251379706228409		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_27_MS-P3-C8_1_Rg80to1200-CE102040norm--S1_Run150.h5	HF_Aug2019	
n-(3-methoxyphenyl)-2-[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]acetamide	JWZYZUJEMRTMCF-UHFFFAOYSA-N	[M-H]-	420.1135605	4.75183407	4.55183407	4.95183407		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_306_P-Iso-V2_1_Rg90to1350-CE102040--S1_Run1537.mzML	HF_Aug2019	
2-[4-(n,n-diethylcarbamoyl)-2-oxohydroquinolyl]-n-(3-fluorophenyl)acetamide	YMGDLNWRIFJVOF-UHFFFAOYSA-N	[M-H]-	394.15722	4.75280117	4.552801169	4.95280117		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_139_P-18-R-C_1_Rg90to1350-CE102040--S1_Run702.mzML	HF_Aug2019	
2-(4-hydroxyquinazolin-2-ylthio)-1-[4-(2-methoxyphenyl)piperazinyl]ethan-1-one	QTUKEHGCYIIQFF-UHFFFAOYSA-N	[M-H]-	409.133962	4.75376	4.55376	4.95376		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_198_P-25-R-F_1_Rg90to1350-CE102040--S1_Run997.mzML	HF_Aug2019	
capensin	QJZRVRVZRIXGMR-UHFFFAOYSA-N	[M-H]-	275.092474	4.75712919	4.55712919	4.957129188		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_11_P-2-R-C_1_Rg90to1350-CE102040--S1_Run62.mzML	HF_Aug2019	
n-(3-methylthiophenyl)-2-(6-oxo-9-phenylhydropurin-8-ylthio)acetamide	ODAKZGUDEWEQQX-UHFFFAOYSA-N	[M-H]-	422.0750668	4.75874675	4.55874675	4.95874675		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_189_P-24-R-E_1_Rg90to1350-CE102040--S1_Run952.mzML	HF_Aug2019	
n-(4-methylphenyl)-2-[2-oxo-4-(n-propylcarbamoyl)hydroquinolyl]acetamide	QBLGQLLWUIOQAQ-UHFFFAOYSA-N	[M+formate]-	422.172143	4.76116667	4.56116667	4.96116667		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_175_P-22-R-G_1_Rg90to1350-CE102040--S1_Run882.mzML	HF_Aug2019	
tectochrysin	IRZVHDLBAYNPCT-UHFFFAOYSA-N	[M-H]-	267.06625890000004	4.761316545	4.561316545	4.961316545		negative				20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_NEG_MSMS_62_P-Iso1n2n3n4n5n6-V6_1_Rg90to1350-CE102040--S1_Run37.mzML	HF_Aug2019	
2-(1,3-dioxobenzo[c]azolin-2-yl)-3-phenylpropanoic acid	VAYRSTHMTWUHGE-UHFFFAOYSA-N	[M-H]-	294.077158	4.76385083	4.56385083	4.96385083		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_4_P-1-R-D_1_Rg90to1350-CE102040--S1_Run27.mzML	HF_Aug2019	
n-(2,4-dichlorophenyl)-2-[2-(3-ethoxy-4-hydroxyphenyl)-6-hydroxy-3-azabicyclo[ 4.4.0]dec-3-yl]acetamide	ZKTHAUVEDZILFI-UHFFFAOYSA-N	[M-H]-	491.1509628	4.76440812	4.56440812	4.96440812		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_130_P-17-R-B_1_Rg90to1350-CE102040--S1_Run657.mzML	HF_Aug2019	
5-oxo-1-p-tolyl-pyrrolidine-3-carboxylic acid (3,4,5-trimethoxy-benzylidene)-hydrazide	GOQPLGTZRMHNIE-FSJBWODESA-N	[M-H]-	410.172121	4.76460771	4.56460771	4.96460771		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_104_P-13-R-H_1_Rg90to1350-CE102040--S1_Run527.mzML	HF_Aug2019	
(2e)-n-(5,6-dimethoxy-3-oxohydroisobenzofuran-4-yl)-3-(2-chlorophenyl)prop-2-e namide	RLKUKIFLNNAKDE-BQYQJAHWSA-N	[M-H]-	372.0644	4.76537972	4.565379723	4.96537972		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_114_P-15-R-B_1_Rg90to1350-CE102040--S1_Run577.mzML	HF_Aug2019	
3,4,5-trimethoxy-n-[2-(5-methoxy-2-methyl-1h-indol-3-yl)ethyl]benzamide	ZQUYQJDCVIWITA-UHFFFAOYSA-N	[M-H]-	397.176872	4.76549066	4.56549066	4.96549066		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_54_P-7-R-F_1_Rg90to1350-CE102040--S1_Run277.mzML	HF_Aug2019	
n-[4-(6-methylbenzothiazol-2-yl)phenyl]-2-(2-1,2,3,4-tetrahydroisoquinolyl)ace tamide	APXDTKKZIFBNRB-UHFFFAOYSA-N	[M-H]-	412.148883	4.76580884	4.56580884	4.96580884		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_210_P-27-R-B_1_Rg90to1350-CE102040--S1_Run1057.mzML	HF_Aug2019	
propan-2-yl 4-(3-bromo-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	GWPFFRCJJVYBJB-UHFFFAOYSA-N	[M-H]-	448.076485	4.76793246	4.56793246	4.967932455		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_23_P-3-R-G_1_Rg90to1350-CE102040--S1_Run122.mzML	HF_Aug2019	
menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N	[2M-H]-	343.097559	4.768439641	4.56843964	4.968439641		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_15_P-2-R-G_1_Rg90to1350-CE102040--S1_Run82.mzML	HF_Aug2019	
7-hydroxy-3-methylflavone	SUNCCQBNDWHMPR-UHFFFAOYSA-N	[M-H]-	251.071344	4.76927156	4.56927156	4.96927156		negative				20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_NEG_MSMS_12_P-2-R-D_1_Rg90to1350-CE102040--S1_Run67.mzML	HF_Aug2019	
2-(4-hydroxyquinazolin-2-ylthio)-n-(4-methylphenyl)acetamide	RLTHKSGARBYDSC-UHFFFAOYSA-N	[M-H]-	324.081198	4.77024578	4.57024578	4.97024578		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_192_P-24-R-H_1_Rg90to1350-CE102040--S1_Run967.mzML	HF_Aug2019	
n-acetyl-5-benzyloxytryptamine	NYFDZJCKTLWFCP-UHFFFAOYSA-N	[M-H]-	307.145178	4.7709318	4.5709318	4.9709318		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_101_P-13-R-E_1_Rg90to1350-CE102040--S1_Run512.mzML	HF_Aug2019	
n-(3-methoxyphenyl)-1,3-benzodioxole-5-carboxamide	QSPWHYKWXYTIIG-UHFFFAOYSA-N	[M-H]-	270.077158	4.77170539	4.571705394	4.97170539		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_55_P-7-R-G_1_Rg90to1350-CE102040--S1_Run282.mzML	HF_Aug2019	
n-(3-methylphenyl)-2-[2-oxo-4-(n-propylcarbamoyl)hydroquinolyl]acetamide	SOMKWGOZQFRRBT-UHFFFAOYSA-N	[M+formate]-	422.172143	4.77180024	4.57180024	4.971800243		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_172_P-22-R-D_1_Rg90to1350-CE102040--S1_Run867.mzML	HF_Aug2019	
ethyl 5-{[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]methyl}isoxazole-3-carbo xylate	LFJKWZDYKUQLOR-UHFFFAOYSA-N	[M-H]-	410.092825	4.7724708	4.5724708	4.9724708		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_165_P-21-R-E_1_Rg90to1350-CE102040--S1_Run832.mzML	HF_Aug2019	
(2e)-n-(4-acetylphenyl)-3-(3,4-dimethoxyphenyl)prop-2-enamide	JJEDRQBBRDBTRN-VZUCSPMQSA-N	[M-H]-	324.124108	4.77300817	4.57300817	4.973008167		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_47_P-6-R-G_1_Rg90to1350-CE102040--S1_Run242.mzML	HF_Aug2019	
CORTISONE ACETATE	ITRJWOMZKQRYTA-XLSOAHDVSA-N	[M-H]-	401.19696268	4.774810471709132	4.274810471709132	5.274810471709131		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_16_MS-P2-C7_1_Rg80to1200-CE205060norm--S1_Run94.h5	HF_Aug2019	
n-(3-chlorophenyl)-2-[2-oxo-4-(pyrrolidinylcarbonyl)hydroquinolyl]acetamide	SFZFYNRNHREGAY-UHFFFAOYSA-N	[M-H]-	408.112019	4.77499538	4.57499538	4.97499538		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_142_P-18-R-F_1_Rg90to1350-CE102040--S1_Run717.mzML	HF_Aug2019	
n-[2-(2-methyl-1h-indol-3-yl)ethyl]-2-nitrobenzamide	WFUIWMZEJQVANU-UHFFFAOYSA-N	[M-H]-	322.119691	4.77996385	4.57996385	4.97996385		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_58_P-8-R-B_1_Rg90to1350-CE102040--S1_Run297.mzML	HF_Aug2019	
2-[4-(morpholin-4-ylcarbonyl)-2-oxohydroquinolyl]-n-[3-(trifluoromethyl)phenyl ]acetamide	RXKJZCINGSVHLX-UHFFFAOYSA-N	[M-H]-	458.133291	4.781041006	4.58104101	4.981041006		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_143_P-18-R-G_1_Rg90to1350-CE102040--S1_Run722.mzML	HF_Aug2019	
(2S)-3-indol-3-yl-2-[(phenylmethoxy)carbonylamino]propanoic acid	AHYFYYVVAXRMKB-KRWDZBQOSA-N	[M-H]-	337.1193571	4.78187166	4.58187166	4.98187166		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_239_P-30-R-G_1_Rg90to1350-CE102040--S1_Run1202.mzML	HF_Aug2019	
DEFLAZACORT	FBHSPRKOSMHSIF-JEHHHYCTSA-N	[M+Cl]-	476.18453971199995	4.782994499681932	4.282994499681932	5.282994499681932		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_35_MS-P4-C6_1_Rg80to1200-CE205060norm--S1_Run193.h5	HF_Aug2019	
6-bromo-n-(4-methyl-2-oxo-2h-chromen-7-yl)pyrazolo[1,5-a]pyrimidine-2-carboxamide	YFRCIZKNEWNNHS-UHFFFAOYSA-N	[M-H]-	396.994152	4.78386351	4.58386351	4.98386351		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_91_P-12-R-C_1_Rg90to1350-CE102040--S1_Run462.mzML	HF_Aug2019	
rhein	FCDLCPWAQCPTKC-UHFFFAOYSA-N	[M-H]-	283.024788	4.78702656	4.58702656	4.98702656		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_75_P-10-R-C_1_Rg90to1350-CE102040--S1_Run382.mzML	HF_Aug2019	
(3,4-diethoxyphenyl)-N-[2-(4-chloropyrazolyl)ethyl]carboxamide	ARACFQIIJDHDAS-UHFFFAOYSA-N	[M+formate]-	382.11752	4.78776316	4.58776316	4.98776316		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_278_P-35-R-F_1_Rg90to1350-CE102040--S1_Run1397.mzML	HF_Aug2019	
(2e)-n-(3-acetylphenyl)-3-(3,4-dimethoxyphenyl)prop-2-enamide	GCBFLLRSFHXBHN-CSKARUKUSA-N	[M-H]-	324.124108	4.78852698	4.58852698	4.98852698		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_42_P-6-R-B_1_Rg90to1350-CE102040--S1_Run217.mzML	HF_Aug2019	
cortisone acetate	ITRJWOMZKQRYTA-RFZYENFJSA-N	[M+formate]-	447.20244	4.78881402	4.58881402	4.98881402		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_56_P-7-R-H_1_Rg90to1350-CE102040--S1_Run287.mzML	HF_Aug2019	
2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]-n-(2-phenylethyl)acetamide	BSGRKLXPSPFTER-UHFFFAOYSA-N	[M+formate]-	462.203443	4.78896105	4.58896105	4.98896105		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_137_P-18-R-A_1_Rg90to1350-CE102040--S1_Run692.mzML	HF_Aug2019	
flindersine	PXNMNABLQWUMCX-UHFFFAOYSA-N	[M-H]-	226.087329	4.789644178	4.58964418	4.989644178		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_14_P-2-R-F_1_Rg90to1350-CE102040--S1_Run77.mzML	HF_Aug2019	
n-(2,4-difluorophenyl)-2-[2-oxo-4-(piperidylcarbonyl)hydroquinolyl]acetamide	OMWMLPHREGHXPR-UHFFFAOYSA-N	[M-H]-	424.147798	4.79051974	4.59051974	4.99051974		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_144_P-18-R-H_1_Rg90to1350-CE102040--S1_Run727.mzML	HF_Aug2019	
2-(4-hydroxyquinazolin-2-ylthio)-n-(3-phenylpropyl)acetamide	WYPJFVQNRVOBPZ-UHFFFAOYSA-N	[M-H]-	352.112498	4.79056505	4.59056505	4.99056505		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_198_P-25-R-F_1_Rg90to1350-CE102040--S1_Run997.mzML	HF_Aug2019	
1-hydroxy-2-naphthoate	SJJCQDRGABAVBB-UHFFFAOYSA-N	[M-H]-	187.040044	4.79111761	4.59111761	4.991117607		negative				20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_53_P-7-R-E_1_Rg70to1050-CE102040--S1_Run73.mzML	HF_Aug2019	
n-(2,4-difluorophenyl)-2-[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]acetamid e	SUNMLZFFYMQMGE-UHFFFAOYSA-N	[M-H]-	426.084152	4.79114381	4.59114381	4.99114381		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_178_P-23-R-B_1_Rg90to1350-CE102040--S1_Run897.mzML	HF_Aug2019	
3-benzimidazol-2-ylthio-6-chloro-4-phenylhydroquinolin-2-one	PQAUGJLQCACEJE-UHFFFAOYSA-N	[M-H]-	402.047311	4.79228151	4.59228151	4.992281509		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_48_P-6-R-H_1_Rg90to1350-CE102040--S1_Run247.mzML	HF_Aug2019	
limonin	KBDSLGBFQAGHBE-QDTQPDKMSA-N	[M+formate]-	515.1922689	4.79491759	4.59491759	4.99491759		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_37_P-5-R-E_1_Rg90to1350-CE102040--S1_Run192.mzML	HF_Aug2019	
methyl 5-cyano-2-methyl-6-methylthio-4-(3,4,5-trimethoxyphenyl)-1,4-dihydropyr idine-3-carboxylate	DWFMEDUBYNSFRF-UHFFFAOYSA-N	[M-H]-	389.1176428	4.79524146	4.59524146	4.99524146		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_97_P-13-R-A_1_Rg90to1350-CE102040--S1_Run492.mzML	HF_Aug2019	
n-(2-methoxyphenyl)-2-[9-(4-methylphenyl)-6-oxohydropurin-8-ylthio]acetamide	ILFXTFOFBZONOR-UHFFFAOYSA-N	[M-H]-	420.1135605	4.79604422	4.59604422	4.99604422		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_181_P-23-R-E_1_Rg90to1350-CE102040--S1_Run912.mzML	HF_Aug2019	
digitonin	UVYVLBIGDKGWPX-OEAVOSDUSA-N	[M-H]-	1227.565127	4.79642233	4.59642233	4.99642233		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_46_P-6-R-F_1_Rg90to1350-CE102040--S1_Run237.mzML	HF_Aug2019	
2-(2-chloroacetylamino)-3-[6-(phenylmethoxy)indol-3-yl]propanoic acid	AHLXYBMYSMXNBD-UHFFFAOYSA-N	[M-H]-	385.096035	4.796571539	4.596571539	4.99657154		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_100_P-13-R-D_1_Rg90to1350-CE102040--S1_Run507.mzML	HF_Aug2019	
7-hydroxy-5-methylflavone	QGHXBJKZPBTQQL-UHFFFAOYSA-N	[M-H]-	251.071344	4.80027932	4.60027932	5.00027932		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run112.mzML	HF_Aug2019	
SALSALATE	WVYADZUPLLSGPU-UHFFFAOYSA-N	[M-H]-	257.04554742000005	4.801271504689413	4.301271504689413	5.301271504689414		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_2_MS-P1-C3_1_Rg80to1200-CE205060norm--S1_Run22.h5	HF_Aug2019	
NAPROXEN	CMWTZPSULFXXJA-VIFPVBQESA-N	[M-H]-	229.087018308	4.802589622138922	4.302589622138922	5.302589622138921		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_37_MS-P4-C8_1_Rg80to1200-CE205060norm--S1_Run205.h5	HF_Aug2019	
(s)-(-)-perillic acid	CDSMSBUVCWHORP-MRVPVSSYSA-N	[M-H]-	165.0920797	4.80318713	4.60318713	5.00318713		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_64_P-8-R-H_1_Rg90to1350-CE102040--S1_Run327.mzML	HF_Aug2019	
dexketoprofen	DKYWVDODHFEZIM-NSHDSACASA-N	[M-H]-	253.086994	4.80816617	4.60816617	5.00816617		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_81_P-Iso1n2n3n4n5n6-V1_1_Rg90to1350-CE102040--S1_Run412.mzML	HF_Aug2019	
n-(2,5-dimethoxyphenyl)-2-(4-hydroxyquinazolin-2-ylthio)acetamide	NXXOMQYYXOOAJV-UHFFFAOYSA-N	[M-H]-	370.086677	4.8089781	4.6089781	5.0089781		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_186_P-24-R-B_1_Rg90to1350-CE102040--S1_Run937.mzML	HF_Aug2019	
2-[1-benzylindol-2-yl]acetamide	JXWYZYYAIDZMBS-UHFFFAOYSA-N	[M-H]-	263.1189631	4.81141279	4.61141279	5.01141279		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_98_P-13-R-B_1_Rg90to1350-CE102040--S1_Run497.mzML	HF_Aug2019	
negletein	ZTHLHHDJRXJGRX-UHFFFAOYSA-N	[M-H]-	283.061174	4.8140761	4.6140761	5.0140761		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run112.mzML	HF_Aug2019	
2-epi-strigol	VOFXXOPWCBSPAA-UHFFFAOYSA-N	[M+Cl]-	381.111040424	4.81435874716421	4.31435874716421	5.31435874716421	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597/20251211_JGI_LP-AC_510770_StrigoArab_final_IQX_C18_USDAY99597_NEG_MS2_RefStd-25_2-epi-strigol_1_Rg80to1200-CE102040norm-strigo-ACNwater-S1_Run620.h5	HF_Aug2019	
