label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	lcmsrun_source	rt_space
ribavirin	ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N	[M+Na]+	267.069987484	0.5037041552622143	0.0037041552622143	1.0037041552622143	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_43_MS-P5-C4_1_Rg80to1200-CE102040norm--S1_Run232.h5	HF_Aug2019
methacholine chloride	methacholine chloride	NZWOPGCLSHLLPA-UHFFFAOYSA-N	[M]+	160.13265665618076	0.5160269924561974	0.0160269924561974	1.016026992456197	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_24_MS-P3-C5_1_Rg80to1200-CE102040norm--S1_Run133.h5	HF_Aug2019
l-phenylephrine	l-phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N	[M+H]+	168.101904656	0.5248408691412503	0.0248408691412502	1.0248408691412505	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_36_MS-P4-C7_1_Rg80to1200-CE205060norm--S1_Run196.h5	HF_Aug2019
alendronate sodium trihydrate	alendronate sodium trihydrate	OGSPWJRAVKPPFI-UHFFFAOYSA-N	[M+H]+	250.024001016	0.5461282587672333	0.0461282587672332	1.0461282587672334	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_9_MS-P1-C10_1_Rg80to1200-CE102040norm--S1_Run54.h5	HF_Aug2019
nicotinic acid	nicotinic acid	PVNIIMVLHYAWGP-UHFFFAOYSA-N	[M+H]+	124.039328	0.55168204	0.35168204	0.75168204	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_2_P-1-R-B_1_Rg70to1050-CE102040--S1_Run22.mzML	HF_Aug2019
dtdp-alpha-d-glucose	dtdp-alpha-d-glucose	YSYKRGRSMLTJNL-URARBOGNSA-N	[M+Na]+	587.064956	0.5585826	0.3585826	0.758582599	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_15_P-2-R-G_1_Rg70to1050-CE102040--S1_Run87.mzML	HF_Aug2019
dihydroxymandelic acid	dihydroxymandelic acid	RGHMISIYKIHAJW-UHFFFAOYSA-N	[M+H-H2O]+	167.033873	0.56104904	0.36104904	0.76104904	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_40_P-5-R-H_1_Rg70to1050-CE102040--S1_Run46.mzML	HF_Aug2019
cytarabine	cytarabine	UHDGCWIWMRVCDJ-STUHELBRSA-N	[M+H]+	244.092796516	0.5853939313497712	0.0853939313497712	1.0853939313497714	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_15_MS-P2-C6_1_Rg80to1200-CE205060norm--S1_Run87.h5	HF_Aug2019
quinolinic acid	quinolinic acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N	[M+H]+	168.029158	0.59096683	0.39096683	0.79096683	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_11_P-2-R-C_1_Rg70to1050-CE102040--S1_Run67.mzML	HF_Aug2019
tyrosine	tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N	[M+H]+	182.081169212	0.5942974005933505	0.0942974005933504	1.0942974005933506	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587/20260327_JGI_AE_511825_SorghAnth_final_EXP120B_C18_USDAY91587_POS_MS2_RefStd-6_tyrosine-10ugml_1_Rg80to1200-CE205060norm-RefStd-S1_Run269.h5	HF_Aug2019
mechlorethamine	mechlorethamine	HAWPXGHAZFHHAD-UHFFFAOYSA-N	[M+H]+	156.03413071199998	0.5974930129439232	0.0974930129439232	1.097493012943923	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_23_MS-P3-C4_1_Rg80to1200-CE102040norm--S1_Run128.h5	HF_Aug2019
3-amino-5-hydroxybenzoic acid	3-amino-5-hydroxybenzoic acid	QPEJHSFTZVMSJH-UHFFFAOYSA-N	[M+H]+	154.049893	0.609614865	0.409614865	0.809614865	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run31.mzML	HF_Aug2019
dopamine	dopamine	VYFYYTLLBUKUHU-UHFFFAOYSA-N	[M+H]+	154.086254592	0.6141394081243678	0.1141394081243678	1.1141394081243678	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_19_MS-P2-C10_1_Rg80to1200-CE102040norm--S1_Run108.h5	HF_Aug2019
nicotinamide	nicotinamide	DFPAKSUCGFBDDF-UHFFFAOYSA-N	[M+H]+	123.055313	0.6163053	0.4163053	0.8163053	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_5_P-1-R-E_1_Rg70to1050-CE102040--S1_Run37.mzML	HF_Aug2019
3,4-dihydroxyphenylglycol	3,4-dihydroxyphenylglycol	MTVWFVDWRVYDOR-UHFFFAOYSA-N	[M+Na]+	193.047109	0.63198067	0.431980669	0.83198067	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_30_P-4-R-F_1_Rg70to1050-CE102040--S1_Run162.mzML	HF_Aug2019
8-azahypoxanthine	8-azahypoxanthine	OEEYCNOOAHGFHL-UHFFFAOYSA-N	[M+H]+	138.0410597	0.63211755	0.432117555	0.832117555	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_9_P-2-R-A_1_Rg90to1350-CE102040--S1_Run50.mzML	HF_Aug2019
5-oxo-proline	5-oxo-proline	ODHCTXKNWHHXJC-VKHMYHEASA-N	[M+H]+	130.049893	0.63474741	0.434747408	0.834747408	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_0_QC-new_Pre_Rg70to1050-CE102040--QC_Run6.mzML	HF_Aug2019
selenomethionine	selenomethionine	RJFAYQIBOAGBLC-BYPYZUCNSA-N	[M+H]+	198.0028	0.648284161	0.448284161	0.84828416	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_10_P-2-R-B_1_Rg70to1050-CE102040--S1_Run62.mzML	HF_Aug2019
fumarate	fumarate	VZCYOOQTPOCHFL-OWOJBTEDSA-N	[M+H]+	117.018259	0.67179078	0.471790778	0.87179078	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_39_P-5-R-G_1_Rg70to1050-CE102040--S1_Run41.mzML	HF_Aug2019
3-hydroxy-l-phenylalanine	3-hydroxy-l-phenylalanine	JZKXXXDKRQWDET-QMMMGPOBSA-N	[M+H]+	182.081169212	0.6812906411397617	0.1812906411397616	1.1812906411397617	5.0	positive	Two peaks - chose larger at 0.88 instead of 0.47. C18 [M+H]+ 0.89 [M-H]- 0.89 //  // HILICZ [M+H]+ 11.08 [M-H]- 11.09 // nan	/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_KG_510479_Brassica_final-set2_IQX_C18_USDAY94873/20250403_JGI_KG_510479_Brassica_final-set2_IQX_C18_USDAY94873_POS_MS2_RefStd-5-10ugmL_Hydroxy-L-Phenylalanine_2_Rg80to1200-CE205060norm-10ugmL-S1_Run446.h5	HF_Aug2019
succinate	succinate	KDYFGRWQOYBRFD-UHFFFAOYSA-N	[M+H-H2O]+	101.023309	0.6850808	0.4850808	0.8850808	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_6_P-1-R-F_1_Rg70to1050-CE102040--S1_Run42.mzML	HF_Aug2019
n-acetyl-glutamic acid	n-acetyl-glutamic acid	RFMMMVDNIPUKGG-YFKPBYRVSA-N	[M+H]+	190.071023	0.68763002	0.48763002	0.88763002	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_0_QC-new_Pre_Rg70to1050-CE102040--QC_Run6.mzML	HF_Aug2019
2'-deoxyguanosine 5'-monophosphate, sodium salt hydrate	2'-deoxyguanosine 5'-monophosphate, sodium salt hydrate	XXNLSBVJJXIAFD-KVQBGUIXSA-N	[M+H]+	348.070384	0.690396948	0.490396948	0.89039695	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_27_P-4-R-C_1_Rg90to1350-CE102040--S1_Run140.mzML	HF_Aug2019
trans-aconitate	trans-aconitate	GTZCVFVGUGFEME-HNQUOIGGSA-N	[M+H-H2O]+	157.013138	0.69868872	0.49868872	0.89868872	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_8_P-1-R-H_1_Rg70to1050-CE102040--S1_Run52.mzML	HF_Aug2019
uridine	uridine	DRTQHJPVMGBUCF-XVFCMESISA-N	[M+H]+	245.076836	0.69901214	0.499012141	0.89901214	5.0	positive		20190221_KBL_TN-KZ_EMA_KZStds_Vials1to18_QE-HF_C18_USDAY46910_POS_MSMS_1_KZ-stds-100MeOH_1_Rg70to1050-CE102040--S1_Run11.mzML	HF_Aug2019
purine	purine	KDCGOANMDULRCW-UHFFFAOYSA-N	[M+H]+	121.050896	0.70594989	0.50594989	0.90594989	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_67_P-9-R-C_1_Rg90to1350-CE102040--S1_Run340.mzML	HF_Aug2019
aniline-2-sulfonic acid	aniline-2-sulfonic acid	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	[M+H]+	174.021964	0.70799958	0.507999583	0.90799958	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_25_P-4-R-A_1_Rg70to1050-CE102040--S1_Run137.mzML	HF_Aug2019
citramalate	citramalate	XFTRTWQBIOMVPK-UHFFFAOYSA-N	[M+Na]+	171.026373	0.71942427	0.51942427	0.91942427	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_29_P-4-R-E_1_Rg70to1050-CE102040--S1_Run157.mzML	HF_Aug2019
2-methylquinoline-3,4-dicarboxylic acid	2-methylquinoline-3,4-dicarboxylic acid	BQGFRFCKVQNHEC-UHFFFAOYSA-N	[M+H]+	232.060458	0.721264013	0.521264013	0.92126401	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_220_P-28-R-D_1_Rg90to1350-CE102040--S1_Run1105.mzML	HF_Aug2019
(z)-4-((carboxymethyl)amino)-4-oxobut-2-enoic acid	(z)-4-((carboxymethyl)amino)-4-oxobut-2-enoic acid	JKCBZBFTTXFZGH-UPHRSURJSA-N	[M+H]+	174.0397223	0.72839412	0.52839412	0.928394123	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_269_P-34-R-E_1_Rg90to1350-CE102040--S1_Run1350.mzML	HF_Aug2019
(-)-corey lactone diol	(-)-corey lactone diol	VYTZWRCSPHQSFX-GBNDHIKLSA-N	[M+H]+	173.080859	0.73321305	0.53321305	0.933213049	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_54_P-7-R-F_1_Rg90to1350-CE102040--S1_Run275.mzML	HF_Aug2019
3,4-dihydroxyphenylacetate	3,4-dihydroxyphenylacetate	CFFZDZCDUFSOFZ-UHFFFAOYSA-N	[M+H-H2O]+	151.038959	0.73593747	0.535937472	0.93593747	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_38_P-5-R-F_1_Rg70to1050-CE102040--S1_Run36.mzML	HF_Aug2019
5'-thymidylic acid	5'-thymidylic acid	GYOZYWVXFNDGLU-XLPZGREQSA-N	[M+H]+	323.063902	0.742455877	0.542455877	0.94245588	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_19_P-3-R-C_1_Rg70to1050-CE102040--S1_Run107.mzML	HF_Aug2019
2-amino-3-hydroxy-3-phenylpropanoic acid	2-amino-3-hydroxy-3-phenylpropanoic acid	VHVGNTVUSQUXPS-UHFFFAOYSA-N	[M+H]+	182.081193	0.74469384	0.54469384	0.944693842	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_57_P-8-R-A_1_Rg90to1350-CE102040--S1_Run290.mzML	HF_Aug2019
trans-4-cotininecarboxylic acid	trans-4-cotininecarboxylic acid	DEYLVDCFTICBTB-PEHGTWAWSA-N	[M+H]+	221.092092	0.74580014	0.545800138	0.94580014	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_27_P-4-R-C_1_Rg90to1350-CE102040--S1_Run140.mzML	HF_Aug2019
isoleucine	isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N	[M+H]+	132.101929	0.74706809	0.547068086	0.947068087	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_2_P-1-R-B_1_Rg70to1050-CE102040--S1_Run22.mzML	HF_Aug2019
purine-6-thiol	purine-6-thiol	GLVAUDGFNGKCSF-UHFFFAOYSA-N	[M+H]+	153.022967	0.74721003	0.547210029	0.947210029	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_218_P-28-R-B_1_Rg90to1350-CE102040--S1_Run1095.mzML	HF_Aug2019
pterin	pterin	HNXQXTQTPAJEJL-UHFFFAOYSA-N	[M+H]+	164.0567098	0.74767712	0.54767712	0.947677123	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_39_P-5-R-G_1_Rg70to1050-CE102040--S1_Run41.mzML	HF_Aug2019
1-methyl-2,6-dioxo-1,3-dihydropyrimidine-4-carboxylic acid	1-methyl-2,6-dioxo-1,3-dihydropyrimidine-4-carboxylic acid	OEGWVZNGNUHUQP-UHFFFAOYSA-N	[M+H]+	171.0400567	0.749211629	0.54921163	0.949211629	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_262_P-33-R-F_1_Rg90to1350-CE102040--S1_Run1315.mzML	HF_Aug2019
n-acetyl-alanine	n-acetyl-alanine	KTHDTJVBEPMMGL-UHFFFAOYSA-N	[M+H]+	132.065543	0.75172707	0.551727065	0.95172707	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_38_P-5-R-F_1_Rg90to1350-CE102040--S1_Run195.mzML	HF_Aug2019
thioguanine	thioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N	[M+H]+	168.03384215999998	0.7578213166554413	0.2578213166554413	1.2578213166554413	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_49_MS-P5-C10_1_Rg80to1200-CE102040norm--S1_Run264.h5	HF_Aug2019
azomycin	azomycin	YZEUHQHUFTYLPH-UHFFFAOYSA-N	[M+H]+	114.029826	0.76413897	0.56413897	0.96413897	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_35_P-5-R-C_1_Rg90to1350-CE102040--S1_Run180.mzML	HF_Aug2019
arbutin	arbutin	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	[M+Na]+	295.078803	0.775268642	0.57526864	0.975268642	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_41_P-6-R-A_1_Rg90to1350-CE102040--S1_Run210.mzML	HF_Aug2019
mevalonate	mevalonate	KJTLQQUUPVSXIM-UHFFFAOYSA-N	[M+H]+	149.080859	0.79070446	0.590704464	0.99070446	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_43_P-6-R-C_1_Rg70to1050-CE102040--S1_Run187.mzML	HF_Aug2019
lumazine	lumazine	UYEUUXMDVNYCAM-UHFFFAOYSA-N	[M+H]+	165.040725	0.79536013	0.595360135	0.995360135	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_25_P-4-R-A_1_Rg70to1050-CE102040--S1_Run137.mzML	HF_Aug2019
leucine	leucine	ROHFNLRQFUQHCH-UHFFFAOYSA-N	[M+H]+	132.101929	0.79557403	0.595574028	0.99557403	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_9_P-2-R-A_1_Rg70to1050-CE102040--S1_Run57.mzML	HF_Aug2019
gallic acid	gallic acid	LNTHITQWFMADLM-UHFFFAOYSA-N	[M+H]+	171.028823	0.7973655	0.597365501	0.9973655	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_214_P-27-R-F_1_Rg90to1350-CE102040--S1_Run1075.mzML	HF_Aug2019
norleucine	norleucine	LRQKBLKVPFOOQJ-YFKPBYRVSA-N	[M+H]+	132.101929	0.80935872	0.609358717	1.00935872	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_26_P-4-R-B_1_Rg70to1050-CE102040--S1_Run142.mzML	HF_Aug2019
3-(2-thienyl)-alanine	3-(2-thienyl)-alanine	WTOFYLAWDLQMBZ-UHFFFAOYSA-N	[M+H]+	172.0427	0.811368512	0.611368512	1.01136851	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_257_P-33-R-A_1_Rg90to1350-CE102040--S1_Run1290.mzML	HF_Aug2019
penciclovir	penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N	[M+H]+	254.12476534	0.8130689949166688	0.3130689949166688	1.313068994916669	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_43_MS-P5-C4_1_Rg80to1200-CE102040norm--S1_Run232.h5	HF_Aug2019
allopurinol	allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N	[M+H]+	137.04578674799998	0.8181541150158832	0.3181541150158832	1.3181541150158833	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_1_MS-P1-C2_1_Rg80to1200-CE102040norm--S1_Run14.h5	HF_Aug2019
meglutol	meglutol	NPOAOTPXWNWTSH-UHFFFAOYSA-N	[M+H]+	163.060123	0.818218833	0.618218833	1.01821883	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_13_P-2-R-E_1_Rg70to1050-CE102040--S1_Run77.mzML	HF_Aug2019
deoxyuridine	deoxyuridine	MXHRCPNRJAMMIM-SHYZEUOFSA-N	[M+H]+	229.081922	0.82752297	0.62752297	1.02752297	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_12_P-2-R-D_1_Rg70to1050-CE102040--S1_Run72.mzML	HF_Aug2019
cotinine	cotinine	UIKROCXWUNQSPJ-VIFPVBQESA-N	[M+H]+	177.102263	0.834744537	0.63474454	1.034744537	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_31_P-4-R-G_1_Rg90to1350-CE102040--S1_Run160.mzML	HF_Aug2019
streptozosin	streptozosin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	[M+Na]+	288.08021782000003	0.8362278022510047	0.3362278022510047	1.3362278022510048	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_47_MS-P5-C8_1_Rg80to1200-CE205060norm--S1_Run255.h5	HF_Aug2019
thymine	thymine	RWQNBRDOKXIBIV-UHFFFAOYSA-N	[M+H]+	127.050227	0.8370439	0.6370439	1.0370439	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_5_P-1-R-E_1_Rg70to1050-CE102040--S1_Run37.mzML	HF_Aug2019
methyldopa	methyldopa	CJCSPKMFHVPWAR-JTQLQIEISA-N	[M+H]+	212.091733896	0.8401998724292744	0.3401998724292744	1.3401998724292743	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_33_MS-P4-C4_1_Rg80to1200-CE205060norm--S1_Run181.h5	HF_Aug2019
catalpol	catalpol	LHDWRKICQLTVDL-PZYDOOQISA-N	[M+Na]+	385.1104969	0.844517025	0.644517025	1.04451702	5.0	positive		20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_13_P-2-R-E_1_Rg90to1350-CE102040--S1_Run70.mzML	HF_Aug2019
clidinium bromide	clidinium bromide	HOOSGZJRQIVJSZ-UHFFFAOYSA-N	[M+2H]2+	177.102636056045	0.847843895915674	0.347843895915674	1.3478438959156742	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_17_MS-P2-C8_1_Rg80to1200-CE102040norm--S1_Run96.h5	HF_Aug2019
6-hydroxynicotinic acid	6-hydroxynicotinic acid	BLHCMGRVFXRYRN-UHFFFAOYSA-N	[M+H]+	140.034243	0.84817775	0.64817775	1.04817775	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_61_P-8-R-E_1_Rg90to1350-CE102040--S1_Run310.mzML	HF_Aug2019
5-fluorouridine	5-fluorouridine	FHIDNBAQOFJWCA-UAKXSSHOSA-N	[M+Na]+	285.049314	0.851262037	0.65126204	1.051262037	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_29_P-4-R-E_1_Rg90to1350-CE102040--S1_Run150.mzML	HF_Aug2019
6-methylpurine	6-methylpurine	SYMHUEFSSMBHJA-UHFFFAOYSA-N	[M+H]+	135.0665462	0.87308702	0.673087023	1.07308702	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_246_P-31-R-F_1_Rg90to1350-CE102040--S1_Run1235.mzML	HF_Aug2019
2-hydroxypyridine	2-hydroxypyridine	UBQKCCHYAOITMY-UHFFFAOYSA-N	[M+H]+	96.0444138	0.87402233	0.674022328	1.07402233	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt5n7_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_37_P-5-R-E_1_Rg70to1050-CE102040--S1_Run31.mzML	HF_Aug2019
inosine	inosine	UGQMRVRMYYASKQ-KQYNXXCUSA-N	[M+H]+	269.08807	0.88495413	0.684954132	1.08495413	5.0	positive		20190221_KBL_TN-KZ_EMA_KZStds_Vials1to18_QE-HF_C18_USDAY46910_POS_MSMS_9_KZ-stds-100MeOH_1_Rg70to1050-CE102040--S1_Run51.mzML	HF_Aug2019
2-hydroxybutyric acid	2-hydroxybutyric acid	AFENDNXGAFYKQO-VKHMYHEASA-N	[M-H+2Na]+	149.0184441	0.88943233	0.689432328	1.08943233	5.0	positive		20190108_KBL_TN_EMA_MSMLS_Plt12346_QE-HF_C18_USDAY46918_Stds1_POS_MSMS_30_P-4-R-F_1_Rg70to1050-CE102040--S1_Run162.mzML	HF_Aug2019
