label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	lcmsrun_source	rt_space
3-hydroxy-5-(4-hydroxy-3-methoxyphenyl)-4-[(5-methyl(2-furyl))carbonyl]-1-benz yl-3-pyrrolin-2-one	3-hydroxy-5-(4-hydroxy-3-methoxyphenyl)-4-[(5-methyl(2-furyl))carbonyl]-1-benz yl-3-pyrrolin-2-one	VVHYQFXVNNVWTB-UHFFFAOYSA-N	[M+H]+	420.144187	5.821185349	5.621185349	6.021185349	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_282_P-36-R-B_1_Rg90to1350-CE102040--S1_Run1415.mzML	HF_Aug2019
3-hydroxy-1-(naphthylmethyl)-3-[2-oxo-2-(3,4,5-trimethoxyphenyl)ethyl]indolin- 2-one	3-hydroxy-1-(naphthylmethyl)-3-[2-oxo-2-(3,4,5-trimethoxyphenyl)ethyl]indolin- 2-one	NQUADVBAWMQDCB-UHFFFAOYSA-N	[M+H]+	498.191138	5.8220435	5.6220435	6.0220435	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_105_P-14-R-A_1_Rg90to1350-CE102040--S1_Run530.mzML	HF_Aug2019
2-phenylethyl 4-(3-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	2-phenylethyl 4-(3-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	RDNRFMJRXXIZHQ-UHFFFAOYSA-N	[M+H]+	554.253738	5.82229211	5.62229211	6.02229211	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_288_P-36-R-H_1_Rg90to1350-CE102040--S1_Run1445.mzML	HF_Aug2019
11-{3-chloro-4-[(2-fluorophenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h ,10h,11h-benzo[b]benzo[2,1-f]1,4-diazepin-1-one	11-{3-chloro-4-[(2-fluorophenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h ,10h,11h-benzo[b]benzo[2,1-f]1,4-diazepin-1-one	FPTTUDYLOQNUPB-UHFFFAOYSA-N	[M+H]+	477.173984	5.82268366	5.62268366	6.02268366	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_115_P-15-R-C_1_Rg90to1350-CE102040--S1_Run580.mzML	HF_Aug2019
2-(benzo[d][1,3]dioxol-5-ylmethylene)-3,4-dihydronaphthalen-1(2h)-one	2-(benzo[d][1,3]dioxol-5-ylmethylene)-3,4-dihydronaphthalen-1(2h)-one	ZSWFGLVDMKTZIO-NTEUORMPSA-N	[M+Na]+	301.083494	5.8240728	5.6240728	6.024072796	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_41_P-6-R-A_1_Rg90to1350-CE102040--S1_Run210.mzML	HF_Aug2019
1-(6-bromo(1,2,3,4-tetrahydroquinolyl))-3-(3,4,5-trimethoxyphenyl)propan-1-one	1-(6-bromo(1,2,3,4-tetrahydroquinolyl))-3-(3,4,5-trimethoxyphenyl)propan-1-one	VZUNOUQKMWLCKB-UHFFFAOYSA-N	[M+H]+	434.09617	5.82503388	5.62503388	6.02503388	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_178_P-23-R-B_1_Rg90to1350-CE102040--S1_Run895.mzML	HF_Aug2019
2,5-dichloro-n-[2-(3,4-dihydroisoquinolin-2(1h)-yl)-2-oxoethyl]-n-methylbenzenesulfonamide	2,5-dichloro-n-[2-(3,4-dihydroisoquinolin-2(1h)-yl)-2-oxoethyl]-n-methylbenzenesulfonamide	WULPIXWTBIBZGB-UHFFFAOYSA-N	[M+H]+	413.048819	5.82759566	5.627595655	6.02759566	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_70_P-9-R-F_1_Rg90to1350-CE102040--S1_Run355.mzML	HF_Aug2019
n-[4-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl](2e,4e)hexa-2,4-dienamide	n-[4-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl](2e,4e)hexa-2,4-dienamide	VMYYUKHYQVDNMP-SVNBUDAPSA-N	[M+H]+	318.1488788	5.82856304	5.62856304	6.028563038	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_8_P-1-R-H_1_Rg90to1350-CE102040--S1_Run45.mzML	HF_Aug2019
cetylpyridinium chloride	cetylpyridinium chloride	NEUSVAOJNUQRTM-UHFFFAOYSA-N	[M]+	304.29932805618074	5.829322999894098	5.329322999894098	6.329322999894098	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_8_MS-P1-C9_1_Rg80to1200-CE102040norm--S1_Run49.h5	HF_Aug2019
n-(3-chloro-4-cyanophenyl)-3,4-diethoxybenzamide	n-(3-chloro-4-cyanophenyl)-3,4-diethoxybenzamide	NRLOPQFPDTZMFV-UHFFFAOYSA-N	[M+H]+	345.1000701	5.829433622	5.629433622	6.029433622	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_57_P-8-R-A_1_Rg90to1350-CE102040--S1_Run290.mzML	HF_Aug2019
2-[5-(5-bromo-2-oxo(1h-benzo[d]azolin-3-ylidene))-4-oxo-2-thioxo(1,3-thiazolid in-3-yl)]-3-phenylpropanoic acid	2-[5-(5-bromo-2-oxo(1h-benzo[d]azolin-3-ylidene))-4-oxo-2-thioxo(1,3-thiazolid in-3-yl)]-3-phenylpropanoic acid	IQVADJFHSOSTEW-NXVVXOECSA-N	[M+H]+	488.957311	5.83012265	5.63012265	6.03012265	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_287_P-36-R-G_1_Rg90to1350-CE102040--S1_Run1440.mzML	HF_Aug2019
3-(3-chlorophenyl)-7-hydroxy-4-phenylchromen-2-one	3-(3-chlorophenyl)-7-hydroxy-4-phenylchromen-2-one	WTBGPHMPZFMGIZ-UHFFFAOYSA-N	[M+H]+	349.062622	5.83111496	5.63111496	6.03111496	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_204_P-26-R-D_1_Rg90to1350-CE102040--S1_Run1025.mzML	HF_Aug2019
(2e)-3-(2h-benzo[3,4-d]1,3-dioxolan-5-yl)-1-[2-(2-ethoxyphenyl)-6-hydroxy-3-az abicyclo[4.4.0]dec-3-yl]prop-2-en-1-one	(2e)-3-(2h-benzo[3,4-d]1,3-dioxolan-5-yl)-1-[2-(2-ethoxyphenyl)-6-hydroxy-3-az abicyclo[4.4.0]dec-3-yl]prop-2-en-1-one	SEAWKEDAGUOXED-ACCUITESSA-N	[M+H]+	450.227523	5.83144629	5.63144629	6.031446287	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_136_P-17-R-H_1_Rg90to1350-CE102040--S1_Run685.mzML	HF_Aug2019
6,2'-dimethylflavone	6,2'-dimethylflavone	QOUNADNCAOICIY-UHFFFAOYSA-N	[M+H]+	251.10668	5.83274547	5.63274547	6.03274547	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_264_P-33-R-H_1_Rg90to1350-CE102040--S1_Run1325.mzML	HF_Aug2019
(2e)-n-{[(4-methoxyphenyl)amino]thioxomethyl}-3-(3,4,5-trimethoxyphenyl)prop-2 -enamide	(2e)-n-{[(4-methoxyphenyl)amino]thioxomethyl}-3-(3,4,5-trimethoxyphenyl)prop-2 -enamide	VUGRMQHRMVCMQQ-BJMVGYQFSA-N	[M+H]+	403.132243	5.83426426	5.63426426	6.03426426	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_96_P-12-R-H_1_Rg90to1350-CE102040--S1_Run485.mzML	HF_Aug2019
8-{[2-(4-chlorophenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-(4-methylphenyl )hydropurin-6-one	8-{[2-(4-chlorophenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-(4-methylphenyl )hydropurin-6-one	JCQYRYKNJKGRHC-UHFFFAOYSA-N	[M+H]+	464.094274	5.836246304	5.636246304	6.036246304	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_162_P-21-R-B_1_Rg90to1350-CE102040--S1_Run815.mzML	HF_Aug2019
6-methoxy-2-(trichloromethyl)chromen-4-one	6-methoxy-2-(trichloromethyl)chromen-4-one	MBMVBGLILKKHSA-UHFFFAOYSA-N	[M+H]+	292.953377	5.84147788	5.64147788	6.04147788	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_268_P-34-R-D_1_Rg90to1350-CE102040--S1_Run1345.mzML	HF_Aug2019
methyl cholate	methyl cholate	DLYVTEULDNMQAR-WSHFDDBJSA-N	[M+Na]+	445.292424	5.84351316	5.64351316	6.04351316	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_5_P-1-R-E_1_Rg90to1350-CE102040--S1_Run30.mzML	HF_Aug2019
1-acetyl-3-(6-bromo-2-oxo-4-phenyl(3-hydroquinolyl))-5-(3-nitrophenyl)-2-pyraz oline	1-acetyl-3-(6-bromo-2-oxo-4-phenyl(3-hydroquinolyl))-5-(3-nitrophenyl)-2-pyraz oline	JLUALTVFLLOANS-UHFFFAOYSA-N	[M+H]+	531.066267	5.844447256	5.64444726	6.044447256	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_219_P-28-R-C_1_Rg90to1350-CE102040--S1_Run1100.mzML	HF_Aug2019
2-(2,4-difluorophenoxy)-n-[2-(7-ethyl-2-methylindol-3-yl)ethyl]acetamide	2-(2,4-difluorophenoxy)-n-[2-(7-ethyl-2-methylindol-3-yl)ethyl]acetamide	YZYDSXGJSSYZJX-UHFFFAOYSA-N	[M+H]+	373.172234	5.845124323	5.645124323	6.04512432	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_275_P-35-R-C_1_Rg90to1350-CE102040--S1_Run1380.mzML	HF_Aug2019
2-(2-methoxyphenyl)-4-oxochromen-3-yl thiophene-2-carboxylate	2-(2-methoxyphenyl)-4-oxochromen-3-yl thiophene-2-carboxylate	JRYSVQVUDVYYSK-UHFFFAOYSA-N	[M+H]+	379.063495	5.847733	5.647733	6.047733	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_7_P-1-R-G_1_Rg90to1350-CE102040--S1_Run40.mzML	HF_Aug2019
n-[3-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl](2e,4e)hexa-2,4-dienamide	n-[3-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl](2e,4e)hexa-2,4-dienamide	BTDSMOAKJWXTOF-SXNMHBTQSA-N	[M+H]+	318.1488788	5.847733	5.647733	6.047733	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_7_P-1-R-G_1_Rg90to1350-CE102040--S1_Run40.mzML	HF_Aug2019
megestrol acetate	megestrol acetate	RQZAXGRLVPAYTJ-VSUSFZLSSA-N	[M+H]+	385.237335504	5.850260099627399	5.350260099627399	6.350260099627398	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_28_MS-P3-C9_1_Rg80to1200-CE102040norm--S1_Run155.h5	HF_Aug2019
1,5-diphenyl(1,2,4-triazol-3-yl) 2-1,2,3,4-tetrahydroisoquinolyl ketone	1,5-diphenyl(1,2,4-triazol-3-yl) 2-1,2,3,4-tetrahydroisoquinolyl ketone	WEJYNZVGAGTAKE-UHFFFAOYSA-N	[M+H]+	381.171011	5.85036186	5.65036186	6.050361859	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_96_P-12-R-H_1_Rg90to1350-CE102040--S1_Run485.mzML	HF_Aug2019
3-hydroxy-2-(4-methoxyphenyl)-7-methylchromen-4-one	3-hydroxy-2-(4-methoxyphenyl)-7-methylchromen-4-one	HRLZMYLZXBEKDA-UHFFFAOYSA-N	[M+H]+	283.0965089	5.85161585	5.65161585	6.051615845	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_110_P-14-R-F_1_Rg90to1350-CE102040--S1_Run555.mzML	HF_Aug2019
11-[3-methoxy-4-(naphthylmethoxy)phenyl]-3,3-dimethyl-2,3,4-trihydro-5h,10h,11 h-benzo[b]benzo[2,1-f]1,4-diazepin-1-one	11-[3-methoxy-4-(naphthylmethoxy)phenyl]-3,3-dimethyl-2,3,4-trihydro-5h,10h,11 h-benzo[b]benzo[2,1-f]1,4-diazepin-1-one	SKFHSYILDIWCJV-UHFFFAOYSA-N	[M+H]+	505.248593	5.85423522	5.65423522	6.054235218	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_105_P-14-R-A_1_Rg90to1350-CE102040--S1_Run530.mzML	HF_Aug2019
n-(3,5-dichlorophenyl)-3,4-dimethoxybenzamide	n-(3,5-dichlorophenyl)-3,4-dimethoxybenzamide	HALSRJIYUZLPOS-UHFFFAOYSA-N	[M+H]+	326.034549	5.85615752	5.65615752	6.05615752	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_11_P-2-R-C_1_Rg90to1350-CE102040--S1_Run60.mzML	HF_Aug2019
11-{4-[(3-chlorophenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h,10h,11h- benzo[b]benzo[2,1-f]1,4-diazepin-1-one	11-{4-[(3-chlorophenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h,10h,11h- benzo[b]benzo[2,1-f]1,4-diazepin-1-one	YCBIKDFZWKJKOO-UHFFFAOYSA-N	[M+H]+	459.183406	5.857893256	5.65789326	6.057893256	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_114_P-15-R-B_1_Rg90to1350-CE102040--S1_Run575.mzML	HF_Aug2019
butyl 4-[(3,4-dimethoxybenzoyl)amino]benzoate	butyl 4-[(3,4-dimethoxybenzoyl)amino]benzoate	PUBGXKVSYDAFKW-UHFFFAOYSA-N	[M+H]+	358.164923	5.85792523	5.65792523	6.05792523	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_201_P-26-R-A_1_Rg90to1350-CE102040--S1_Run1010.mzML	HF_Aug2019
2-methoxyethyl 1-{2-[(2-chloro-4-nitrophenyl)amino]ethyl}-5-hydroxy-2-methylbe nzo[g]indole-3-carboxylate	2-methoxyethyl 1-{2-[(2-chloro-4-nitrophenyl)amino]ethyl}-5-hydroxy-2-methylbe nzo[g]indole-3-carboxylate	BXVBOZPSQUYZTG-UHFFFAOYSA-N	[M+H]+	498.142663	5.85847054	5.65847054	6.05847054	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_111_P-14-R-G_1_Rg90to1350-CE102040--S1_Run560.mzML	HF_Aug2019
(2e)-3-(4,7-dimethoxy-1,3-benzodioxol-5-yl)-1-(2-fluorophenyl)prop-2-en-1-one	(2e)-3-(4,7-dimethoxy-1,3-benzodioxol-5-yl)-1-(2-fluorophenyl)prop-2-en-1-one	QGAVCXGJZGAGIG-BQYQJAHWSA-N	[M+H]+	331.097652	5.85983065	5.659830645	6.05983065	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_48_P-6-R-H_1_Rg90to1350-CE102040--S1_Run245.mzML	HF_Aug2019
n-(4-methoxyphenyl)-2-[(4-methylphenyl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	n-(4-methoxyphenyl)-2-[(4-methylphenyl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide	RGYQVFLEJPGKKC-UHFFFAOYSA-N	[M+H]+	437.152978	5.86210586	5.66210586	6.06210586	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_300_P-38-R-D_1_Rg90to1350-CE102040--S1_Run1505.mzML	HF_Aug2019
3-(1-adamantylcarbonyl)-7,9-dioxatricyclo[4.2.1.0~2,4~]nonan-5-one	3-(1-adamantylcarbonyl)-7,9-dioxatricyclo[4.2.1.0~2,4~]nonan-5-one	CLDOBSIZFBVYSI-MDPAQPQSSA-N	[M+H]+	303.159109	5.862436592	5.662436592	6.062436592	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_173_P-22-R-E_1_Rg90to1350-CE102040--S1_Run870.mzML	HF_Aug2019
n-[4-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl][3,5-bis(1,3-dioxobenzo[c]azolidin -2-yl)phenyl]carboxamide	n-[4-((1e)-3-oxo-3-phenylprop-1-enyl)phenyl][3,5-bis(1,3-dioxobenzo[c]azolidin -2-yl)phenyl]carboxamide	MWMMHADRWZKASJ-KNTRCKAVSA-N	[M+Na]+	640.147886	5.86352317	5.663523169	6.06352317	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_48_P-6-R-H_1_Rg90to1350-CE102040--S1_Run245.mzML	HF_Aug2019
tectochrysin	tectochrysin	IRZVHDLBAYNPCT-UHFFFAOYSA-N	[M+H]+	269.0808589	5.86446799	5.66446799	6.064467987	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_38_P-5-R-F_1_Rg90to1350-CE102040--S1_Run195.mzML	HF_Aug2019
n-(2-methyl-4-nitrophenyl)(2-oxochromen-3-yl)carboxamide	n-(2-methyl-4-nitrophenyl)(2-oxochromen-3-yl)carboxamide	WFISTBAHXWQBCX-UHFFFAOYSA-N	[M+H]+	325.081922	5.864477088	5.664477088	6.064477088	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_205_P-26-R-E_1_Rg90to1350-CE102040--S1_Run1030.mzML	HF_Aug2019
3,7,12-tris(acetyloxy)cholan-24-oic acid	3,7,12-tris(acetyloxy)cholan-24-oic acid	QZUORFHTBYGMJJ-UHFFFAOYSA-N	[M+Na]+	557.3084684	5.86460992	5.66460992	6.06460992	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_287_P-36-R-G_1_Rg90to1350-CE102040--S1_Run1440.mzML	HF_Aug2019
6-bromoflavone	6-bromoflavone	LPOZDKMXSPAATL-UHFFFAOYSA-N	[M+H]+	300.985892	5.865368868	5.665368868	6.065368868	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run110.mzML	HF_Aug2019
n-[2-(3,4-dimethylphenoxy)ethyl](2,3,4-trimethoxyphenyl)carboxamide	n-[2-(3,4-dimethylphenoxy)ethyl](2,3,4-trimethoxyphenyl)carboxamide	AOMUTWOYXCRENY-UHFFFAOYSA-N	[M+H]+	360.180573	5.86850217	5.66850217	6.06850217	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_225_P-29-R-A_1_Rg90to1350-CE102040--S1_Run1130.mzML	HF_Aug2019
diethyl 3,3'-(1,4-phenylene)bis(2-cyanoacrylate)	diethyl 3,3'-(1,4-phenylene)bis(2-cyanoacrylate)	TUUWXQUTXGOUAI-CKOAPEAFSA-N	[M+H]+	325.118307	5.869695167	5.66969517	6.069695167	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_237_P-30-R-E_1_Rg90to1350-CE102040--S1_Run1190.mzML	HF_Aug2019
n-[2-(3,4-diethoxyphenyl)ethyl](6-methoxy-2-oxochromen-3-yl)carboxamide	n-[2-(3,4-diethoxyphenyl)ethyl](6-methoxy-2-oxochromen-3-yl)carboxamide	KEGAETFXPFKWFT-UHFFFAOYSA-N	[M+H]+	412.175488	5.870536234	5.670536234	6.070536234	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_51_P-7-R-C_1_Rg90to1350-CE102040--S1_Run260.mzML	HF_Aug2019
(5z)-5-(4-methoxybenzylidene)-7-methyl-5h-indeno[1,2-b]pyridine	(5z)-5-(4-methoxybenzylidene)-7-methyl-5h-indeno[1,2-b]pyridine	AGDOMUAOXGDHJL-DEDYPNTBSA-N	[M+H]+	300.138314	5.87081854	5.670818535	6.07081854	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_124_P-16-R-D_1_Rg90to1350-CE102040--S1_Run625.mzML	HF_Aug2019
n-[4-(methylethyl)phenyl]-2-[2-oxo-4-(2-1,2,3,4-tetrahydroisoquinolylcarbonyl) hydroquinolyl]acetamide	n-[4-(methylethyl)phenyl]-2-[2-oxo-4-(2-1,2,3,4-tetrahydroisoquinolylcarbonyl) hydroquinolyl]acetamide	CNYRVOURKYIGPI-UHFFFAOYSA-N	[M+H]+	480.2281918	5.87312161	5.67312161	6.07312161	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_195_P-25-R-C_1_Rg90to1350-CE102040--S1_Run980.mzML	HF_Aug2019
2-methoxyethyl 5-hydroxy-2-methyl-1-benzylbenzo[g]indole-3-carboxylate	2-methoxyethyl 5-hydroxy-2-methyl-1-benzylbenzo[g]indole-3-carboxylate	TZYWHSNJZPYLFT-UHFFFAOYSA-N	[M+H]+	390.170008	5.87325671	5.67325671	6.07325671	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_90_P-12-R-B_1_Rg90to1350-CE102040--S1_Run455.mzML	HF_Aug2019
progesterone	progesterone	RJKFOVLPORLFTN-OYEBDCLDSA-N	[M+H]+	315.2318562	5.87435172246202	5.37435172246202	6.37435172246202	5.0	positive		/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_POS_MS2_38_MS-P4-C9_1_Rg80to1200-CE205060norm--S1_Run208.h5	HF_Aug2019
3,5-dimethyl 1-[(4-chlorophenyl)methyl]-4-(3,4,5-trimethoxyphenyl)-1,4-dihydropyridine-3,5-dicarboxylate	3,5-dimethyl 1-[(4-chlorophenyl)methyl]-4-(3,4,5-trimethoxyphenyl)-1,4-dihydropyridine-3,5-dicarboxylate	GTHXFJCXRJXGSN-UHFFFAOYSA-N	[M+Na]+	510.12898	5.87510112	5.67510112	6.07510112	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_43_P-6-R-C_1_Rg90to1350-CE102040--S1_Run220.mzML	HF_Aug2019
2-[(2,5-dimethoxyphenyl)methylene]benzo[b]thiophen-3-one	2-[(2,5-dimethoxyphenyl)methylene]benzo[b]thiophen-3-one	KMVGJYZITLCUSP-YBEGLDIGSA-N	[M+H]+	299.073665	5.87512659	5.67512659	6.07512659	5.0	positive		20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_POS_MSMS_47_P-6-R-G_1_Rg90to1350-CE102040--S1_Run240.mzML	HF_Aug2019
5-hydroxy-3'-methoxyflavone	5-hydroxy-3'-methoxyflavone	IPQOBEBHJDIMQR-UHFFFAOYSA-N	[M+H]+	269.0808589	5.8752121	5.6752121	6.075212096	5.0	positive		20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_POS_MSMS_61_P-8-R-E_1_Rg90to1350-CE102040--S1_Run310.mzML	HF_Aug2019
2-(4-chloro-3,5-dimethylpyrazolyl)-n-{2-[2-methyl-5-(phenylmethoxy)indol-3-yl] ethyl}acetamide	2-(4-chloro-3,5-dimethylpyrazolyl)-n-{2-[2-methyl-5-(phenylmethoxy)indol-3-yl] ethyl}acetamide	YYFFRXNXTPRVQJ-UHFFFAOYSA-N	[M+H]+	451.189554	5.87731806	5.67731806	6.077318061	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_277_P-35-R-E_1_Rg90to1350-CE102040--S1_Run1390.mzML	HF_Aug2019
n-benzyl-n'-(2-methoxy-5-methylphenyl)ethanediamide	n-benzyl-n'-(2-methoxy-5-methylphenyl)ethanediamide	MTMZJSMNELDDRX-UHFFFAOYSA-N	[M+H]+	299.1390424	5.87746433	5.67746433	6.07746433	5.0	positive		20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_POS_MSMS_30_P-4-R-F_1_Rg90to1350-CE102040--S1_Run155.mzML	HF_Aug2019
