permanent_index	code	label	adduct	polarity	mz	rt_peak	rt_min	rt_max	rt_overlap	intensity	metatlas_score	metatlas_num_matches	nist_score	nist_num_matches	mona_score	mona_num_matches	inchi_key	file_name	file_type	experiment	Peak shape	RERUN?	library	verified	inchi	name	valid_msms	msms_score	code_weight_with_msms	code_rank_with_msms	code_weight_without_msms	code_rank_without_msms	not_blank	confidence_category	top_two_by_intensity	top_two_by_rank	in_metatlas	mz_centroid_ms1-summary_102040	num_datapoints_ms1-summary_102040	peak_area_ms1-summary_102040	peak_height_ms1-summary_102040	rt_peak_ms1-summary_102040	mz_centroid_ms1-summary_205060	num_datapoints_ms1-summary_205060	peak_area_ms1-summary_205060	peak_height_ms1-summary_205060	rt_peak_ms1-summary_205060	i_msms_102040_filtered	i_msms_205060_filtered	mz_msms_102040_filtered	mz_msms_205060_filtered	rt_msms_102040_filtered	rt_msms_205060_filtered	inchi-adduct	label-adduct
2256	NPL800-ST055519	(+)-6-aminopenicillanic acid	[M-H]-	negative	215.0495632	2.683131518	2.483131518	2.883131518	0.000592674	44183919.6							NGHVIOIJCVXTGV-ZSGNRXJESA-N	20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_10_P-2-R-B_1_Rg90to1350-CE102040--S1_Run57.mzML	lcms_file	20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910			npl800	1	"InChI=1S/C8H12N2O3S/c1-8(2)4(7(12)13)10-5(11)3(9)6(10)14-8/h3-4,6H,9H2,1-2H3,(H,12,13)/t3?,4-,6?/m0/s1"	(+)-6-Aminopenicillanic acid	FALSE	0	80528728.62	0	80528728.62	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	215.0498477	44	471036608	44443768	2.682157993	215.0496753	43	465098176	45219520	2.684354305	"[442214.65625, 334499.0625, 79735.2578125, 2746.772216796875, 3644.80810546875, 2434.105224609375, 129229.8046875, 29180.109375, 1391666.875, 2493.479736328125, 2718.39306640625, 35444.09375, 2413.695556640625, 5399.04150390625, 2462.86376953125, 2304.95166015625, 150837.515625, 56484.66015625, 2213.210205078125, 19739.716796875, 191625.921875]"	"[2137.802978515625, 2153.985107421875, 2626.000732421875, 1922.813720703125, 163409.84375, 111120.9609375, 2048.494873046875, 2271.960205078125, 12417.904296875, 114605.421875, 2546.936767578125, 395689.875, 3143.32763671875, 8960.2109375, 2344.956298828125, 30890.064453125, 7797.740234375, 13043.05859375, 49704.41796875, 83401.5703125, 29050.361328125]"	"[131.01739501953125, 215.0499725341797, 215.0126190185547, 213.96630859375, 210.19058227539062, 210.1714630126953, 181.0621795654297, 141.03099060058594, 137.07223510742188, 117.99972534179688, 104.2819595336914, 97.04085540771484, 55.72752380371094, 63.962162017822266, 74.12162017822266, 75.61573791503906, 82.01715850830078, 83.02496337890625, 85.23632049560547, 214.92694091796875, 87.02733612060547]"	"[54.024837493896484, 60.15461730957031, 63.96234893798828, 75.34955596923828, 82.01714324951172, 87.02730560302734, 91.77128601074219, 92.37416076660156, 97.04084014892578, 131.017333984375, 136.1606903076172, 137.07208251953125, 141.0304718017578, 144.0092010498047, 170.83261108398438, 181.06185913085938, 208.8555145263672, 214.92738342285156, 215.01087951660156, 215.04945373535156, 83.02499389648438]"	"[2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926, 2.6568570137023926]"	"[2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716, 2.652392625808716]"	NGHVIOIJCVXTGV-ZSGNRXJESA-N[M-H]-	(+)-6-aminopenicillanic acid[M-H]-
22698	ENZO-NP-330	(+)-usnic acid	[M-H]-	negative	343.0823029	6.690589524	6.490589524	6.890589524	0.003412102	63559125.57							ICTZCAHDGHPRQR-GOSISDBHSA-N	20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_31_P-4-R-G_1_Rg90to1350-CE102040--S1_Run162.mzML	lcms_file	20190115_KBL_TN_Enzo_Pl1to6_QE-HF_C18_USDAY46918	multiple peaks		enzo	1	"InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)16-13(15(6)23)18(4)10(25-16)5-9(21)11(7(2)19)17(18)24/h5,22-24H,1-4H3/t18-/m1/s1"	(+)-Usnic acid	FALSE	0	128824495.6	0	128824495.6	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	343.0817978	71	1217691008	63886556	6.691711903	343.081846	69	1136001536	67608064	6.684833527	"[2878.4150390625, 22474.60546875, 11482.2841796875, 231329.9375, 25761.419921875, 2959.576171875, 3727.49267578125, 4597.5791015625, 109673.8125, 606862.9375, 56962.3671875, 2187.705810546875, 4265.310546875, 81322.765625, 3748.337158203125, 2826.158203125, 2645.86669921875, 13056.5966796875, 2467.22119140625]"	"[341018.09375, 194368.703125, 2536.431884765625, 188778.953125, 10941.1220703125, 3078.213623046875, 4180.857421875, 2411.6787109375, 2257.869140625, 263144.65625, 2965.339599609375, 2836.666748046875, 2516.74658203125, 2567.94677734375, 2458.512939453125, 4674.25341796875, 2492.818359375, 2470.71435546875, 19227.228515625, 3250.3740234375, 27295.326171875, 14975.1240234375, 5874.02685546875, 25155.3671875, 4668.64306640625, 20607.083984375, 180433.421875, 11524.3623046875, 33721.09375, 69498.296875, 20440.490234375, 11947.65625, 9781.9052734375]"	"[286.0464782714844, 299.09234619140625, 301.0718078613281, 328.0584716796875, 313.03564453125, 327.04888916015625, 274.8861999511719, 303.4070129394531, 259.06103515625, 343.08209228515625, 231.0661163330078, 61.99754333496094, 83.00807189941406, 83.01351928710938, 255.0668487548828, 157.98785400390625, 202.43170166015625, 206.89744567871094, 133.56163024902344]"	"[343.08209228515625, 328.0585021972656, 324.7801208496094, 313.0353088378906, 301.0721740722656, 92.38976287841797, 286.04840087890625, 52.91724395751953, 81.2924575805664, 83.0135498046875, 95.05004119873047, 104.29544830322266, 109.80982971191406, 136.08961486816406, 145.06541442871094, 171.046142578125, 178.90328979492188, 184.3614959716797, 299.0930480957031, 187.03915405273438, 189.05625915527344, 203.07125854492188, 213.05624389648438, 215.0352325439453, 215.0708465576172, 229.05101013183594, 231.06605529785156, 255.06613159179688, 257.0456848144531, 259.0612487792969, 269.046630859375, 285.0408630371094, 187.0763702392578]"	"[6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697, 6.637308597564697]"	"[6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875, 6.63494873046875]"	ICTZCAHDGHPRQR-GOSISDBHSA-N[M-H]-	(+)-usnic acid[M-H]-
7822	NPL800-ST075648	(+/-)-eriodictyol	[M-H]-	negative	287.0560881	3.726448272	3.526448272	3.926448272	0	189385275.3					0.72	6	SBHXYTNGIZCORC-UHFFFAOYSA-N	20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_56_P-7-R-H_1_Rg90to1350-CE102040--S1_Run287.mzML	lcms_file	20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910			npl800	1	"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,13,16-19H,6H2"	MLS000877024	FALSE	4.32	3500402919	0	426327957.7	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	287.0560133	62	1948144640	189523392	3.726078272	287.0560064	61	1980202496	191068416	3.727380514	"[2606.072998046875, 948559.5625, 12104.0107421875, 50686.2421875, 2967.74462890625, 2967.34765625, 33254.09375, 2825.575927734375, 165386.765625, 2987.642578125, 26647.7421875, 2390.03662109375, 3924.81787109375, 101483.3359375, 1299143.375, 2738382.75, 15147.78515625, 5187.7783203125, 37156.58203125, 10837.884765625, 3117.270263671875, 4061.09375, 4280.259765625, 18912.337890625, 26377.51953125]"	"[4973.17578125, 2022876.5, 3256.284912109375, 22892.45703125, 2835.2177734375, 16228.359375, 40898.98828125, 12720.068359375, 3046.63134765625, 3211.693115234375, 3911.5341796875, 3494.867919921875, 11133.890625, 2981.935546875, 7117.53076171875, 498295.59375, 4853.2607421875, 3168461.25, 14017.9150390625, 3080.724609375, 100167.5859375, 2572.052734375, 427858.5625, 2884.14599609375, 5826.7490234375, 194611.3125, 2928.2880859375, 4128.29833984375, 3054.953857421875, 3831.031982421875, 561185.4375, 13908.9443359375, 5240.56201171875, 64750.30859375, 4829.7392578125, 97898.515625, 59168.84765625]"	"[58.79707717895508, 287.0561218261719, 63.02348327636719, 65.00279235839844, 65.08802032470703, 73.94793701171875, 83.01371765136719, 104.38668823242188, 107.01390075683594, 107.42457580566406, 109.02943420410156, 116.28106689453125, 118.64686584472656, 125.0244369506836, 135.04530334472656, 151.0037841796875, 161.02484130859375, 165.01942443847656, 169.01454162597656, 177.01907348632812, 212.21456909179688, 225.05584716796875, 258.91815185546875, 268.9028015136719, 269.0448303222656]"	"[57.03425979614258, 151.00364685058594, 159.04458618164062, 161.02438354492188, 163.47279357910156, 165.01902770996094, 169.01400756835938, 177.01980590820312, 180.138427734375, 185.37945556640625, 201.05580139160156, 203.03457641601562, 230.92356872558594, 232.5667724609375, 269.04547119140625, 287.0562438964844, 137.02452087402344, 135.04513549804688, 133.0296173095703, 57.977516174316406, 63.02355194091797, 64.48824310302734, 65.00284576416016, 71.86796569824219, 81.03430938720703, 83.01358795166016, 84.35752868652344, 91.05532836914062, 92.37266540527344, 93.03456115722656, 107.01383209228516, 107.05030822753906, 108.992919921875, 109.02935791015625, 117.03473663330078, 125.02434539794922, 134.0373992919922]"	"[3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287, 3.6956498622894287]"	"[3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877, 3.696831226348877]"	SBHXYTNGIZCORC-UHFFFAOYSA-N[M-H]-	(+/-)-eriodictyol[M-H]-
40395	NDL3000-ST024746	"(1s,2s,19s,12r)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetrame thyl-5,7-dioxapentacyclo[10.8.0.0<2,9>.0<4,8>.0<13,18>]icosa-14,17-dien-16-one"	[M+formate]-	negative	497.1992461	4.612233979	4.412233979	4.812233979	0.001283744	222426523.6							FEBLZLNTKCEFIT-OYLLFREASA-N	20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_33_P-5-R-A_1_Rg90to1350-CE102040--S1_Run172.mzML	lcms_file	20190312_KBL_TN_EMA_TimTecNDL3000_Plates1to38_QE-HF_EPC18_USDAY47548			ndl3000	1	"InChI=1S/C24H30F2O6/c1-20(2)31-19-9-13-14-8-16(25)15-7-12(28)5-6-21(15,3)23(14,26)17(29)10-22(13,4)24(19,32-20)18(30)11-27/h5-7,13-14,16-17,19,27,29H,8-11H2,1-4H3/t13-,14-,16-,17?,19?,21?,22?,23-,24?/m0/s1"	"(1S,2S,19S,12R)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetrame thyl-5,7-dioxapentacyclo[10.8.0.0<2,9>.0<4,8>.0<13,18>]icosa-14,17-dien-16-one"	FALSE	0	476294380.4	0	476294380.4	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	497.1993809	47	2365752832	224999024	4.610758305	497.1996369	46	2287036672	212256176	4.615247726	"[3316.265380859375, 4406.2099609375, 3093.482421875, 19091.1171875, 168319.671875, 4427.83056640625, 5423.1015625, 83466.6171875, 24077.103515625, 71672.9140625, 123430.2265625, 25886.478515625, 3839.6279296875, 3363.142822265625, 3220.15869140625, 2691.782470703125, 1057983.0, 2928.61181640625, 5562.71484375, 4664.68896484375, 6246.55078125, 10907.4384765625, 2624.97607421875, 2791.2529296875, 2433.356201171875, 2607.2138671875, 3013.52587890625]"	"[2493.885498046875, 4261.38818359375, 16016.0009765625, 3118.04296875, 130224.171875, 78901.3125, 32206.2578125, 72168.0859375, 16416.5703125, 5872.73876953125, 3050.16259765625, 2799.6640625, 160399.5625, 11626.712890625, 3444.828369140625, 5132.302734375, 183047.921875, 2644.7197265625, 2845.294189453125, 3541.611572265625, 10963.6171875, 10986.9697265625, 5097.64794921875, 4278.10986328125, 3066.654296875, 12291.5703125, 4030.77880859375, 10375.9345703125, 2818.448974609375, 62537.37109375, 3392.393310546875, 5771.97509765625, 2742.74853515625, 16099.5556640625, 9484.6435546875, 2726.367919921875, 3566.05859375, 4415.2607421875, 3269.471435546875, 4336.81494140625, 13559.630859375, 37719.03125]"	"[52.24167251586914, 309.1502990722656, 469.7047424316406, 451.19378662109375, 431.1879577636719, 413.181396484375, 411.18035888671875, 393.15252685546875, 375.1434631347656, 373.1455078125, 355.1352233886719, 340.1121826171875, 335.12774658203125, 320.10797119140625, 317.5980224609375, 315.4971923828125, 497.1997985839844, 313.123779296875, 279.1401672363281, 275.10711669921875, 209.86605834960938, 187.04014587402344, 177.87600708007812, 92.38819885253906, 90.47235107421875, 82.40425872802734, 293.1190490722656]"	"[82.09784698486328, 339.1037292480469, 340.11163330078125, 353.1455383300781, 355.1352844238281, 373.1461486816406, 375.1419677734375, 393.1526184082031, 395.150634765625, 411.18206787109375, 413.1733703613281, 415.01544189453125, 431.18756103515625, 451.19488525390625, 319.09808349609375, 307.1352233886719, 497.2003479003906, 92.3052978515625, 104.94073486328125, 107.04994201660156, 119.05020141601562, 121.065673828125, 123.04521179199219, 130.04273986816406, 131.0500946044922, 133.06593322753906, 143.04934692382812, 159.04483032226562, 163.14378356933594, 187.0404510498047, 293.1197204589844, 171.04591369628906, 283.1168518066406, 279.1393127441406, 275.107666015625, 280.08734130859375, 260.08245849609375, 237.0943603515625, 212.0753936767578, 201.05592346191406, 199.04042053222656, 263.1081237792969]"	"[4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855, 4.5747904777526855]"	"[4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963, 4.578962802886963]"	FEBLZLNTKCEFIT-OYLLFREASA-N[M+formate]-	"(1s,2s,19s,12r)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetrame thyl-5,7-dioxapentacyclo[10.8.0.0<2,9>.0<4,8>.0<13,18>]icosa-14,17-dien-16-one[M+formate]-"
39508	NDL3000-ST020706	(2-fluoro-benzoylamino)-acetic acid	[M-H]-	negative	196.0415213	2.765268253	2.565268253	2.965268253	0.001805968	117548369.9							QPLHHPDONGSZNY-UHFFFAOYSA-N	20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_29_P-4-R-E_1_Rg90to1350-CE102040--S1_Run152.mzML	lcms_file	20190312_KBL_TN_EMA_TimTecNDL3000_Plates1to38_QE-HF_EPC18_USDAY47548			ndl3000	1	"InChI=1S/C9H8FNO3/c10-7-4-2-1-3-6(7)9(14)11-5-8(12)13/h1-4H,5H2,(H,11,14)(H,12,13)"	2-[(2-fluorophenyl)carbonylamino]acetic acid	FALSE	0	274424744.5	0	274424744.5	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	196.0415582	67	1443418112	117597584	2.767418146	196.0414161	66	1409949184	120735376	2.763824701	"[2069.364990234375, 22662.873046875, 10175.5302734375, 11700.9443359375, 10367.2236328125, 39738.4609375, 8474.9765625, 9589.44921875, 259737.65625, 9671.6884765625, 2421.95263671875, 3353.38671875, 3695.403076171875, 8622.6142578125, 2167.56884765625, 2330.336181640625, 8993.4111328125, 3828.138427734375, 2263.8671875, 280901.46875, 2801.20361328125, 3976.356201171875, 99027.6796875, 62615.23828125, 3467.31005859375, 28280.1171875, 2580.5458984375, 11273.7939453125, 17456.1328125, 29194.57421875, 12515.7470703125]"	"[1982.731201171875, 2473.388427734375, 12394.498046875, 2100.071533203125, 4445.923828125, 167902.609375, 26832.734375, 2309.3876953125, 2490.498779296875, 3998.640869140625, 3334.74560546875, 3854.1220703125, 44468.6171875, 16916.55078125, 2065.831298828125, 8509.380859375, 2653.37548828125, 2404.7734375, 2045.022705078125, 81003.3203125, 16639.015625, 3702.267578125, 2613.3984375, 5104.611328125]"	"[54.20650100708008, 120.0255355834961, 118.03028869628906, 109.02930450439453, 104.05084991455078, 102.03489685058594, 120.04552459716797, 100.00408935546875, 95.03028106689453, 93.03451538085938, 92.38748931884766, 90.0349349975586, 75.0236587524414, 57.99302291870117, 98.8603744506836, 54.58446502685547, 125.04088592529297, 136.22232055664062, 206.62449645996094, 196.0418243408203, 195.90643310546875, 183.03445434570312, 132.04574584960938, 176.03546142578125, 164.03533935546875, 152.0524444580078, 150.03721618652344, 148.04074096679688, 146.02523803710938, 139.0203094482422, 166.0313720703125]"	"[51.59247970581055, 73.46330261230469, 75.0235824584961, 82.956298828125, 93.03434753417969, 95.03014373779297, 102.03497314453125, 105.03384399414062, 118.03046417236328, 120.02606201171875, 120.04542541503906, 125.04059600830078, 132.0453643798828, 139.0200958251953, 140.1095733642578, 146.0247039794922, 148.04037475585938, 150.0359344482422, 68.81587219238281, 196.0416717529297, 176.03604125976562, 166.0301513671875, 160.84202575683594, 152.0519256591797]"	"[2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164, 2.720712661743164]"	"[2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616, 2.714250326156616]"	QPLHHPDONGSZNY-UHFFFAOYSA-N[M-H]-	(2-fluoro-benzoylamino)-acetic acid[M-H]-
65193	NDL3000-ST078149	(2-isobutyrylamino-acetylamino)-acetic acid	[M-H]-	negative	201.0880569	1.489063459	1.289063459	1.689063459	0.001701428	27315462.53							HZXKIWTUQWWSDX-UHFFFAOYSA-N	20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_288_P-36-R-H_1_Rg90to1350-CE102040--S1_Run1447.mzML	lcms_file	20190312_KBL_TN_EMA_TimTecNDL3000_Plates1to38_QE-HF_EPC18_USDAY47548	"split peak, 1st peak not marked"		ndl3000	1	"InChI=1S/C8H14N2O4/c1-5(2)8(14)10-3-6(11)9-4-7(12)13/h5H,3-4H2,1-2H3,(H,9,11)(H,10,14)(H,12,13)"	2-[2-(2-methylpropanoylamino)acetylamino]acetic acid	FALSE	0	74513302.46	0	74513302.46	0	TRUE	Gold	Gold negative max intensity	Gold negative max rank	TRUE	201.0881791	67	965643328	27322260	1.490256429	201.088201	67	1034986048	29778094	1.486927032	"[2653.615966796875, 6409.59765625, 2956.947265625, 16471.888671875, 3867.57861328125, 2388487.75, 6026.6357421875, 86792.9140625, 3414.424560546875, 5178.60986328125, 3127.81591796875, 457367.3125, 4217.53515625, 59259.140625, 19227.125, 14921.17578125, 6443.75048828125, 729382.8125, 49701.515625, 3944.8115234375, 2485551.25, 2826.828125, 12404.3544921875, 14373.7744140625, 3450.295654296875, 5829.72119140625, 6384.9462890625, 2900704.0, 2435803.5, 35693.484375]"	"[14293.236328125, 13928.9140625, 42851.515625, 3811.365234375, 179885.625, 5360.8076171875, 2042216.5, 111712.875, 5671.21044921875, 3025.16796875, 3133.04541015625, 6187.90771484375, 2619.084228515625, 2556.32275390625, 29788.984375, 1160092.25, 2763.73876953125, 4958.72509765625, 3286.960205078125, 850691.25, 3277.90771484375, 4633.27197265625, 745832.0625, 23761.568359375, 15809.4375, 332160.03125]"	"[57.26461410522461, 58.02949142456055, 64.57816314697266, 70.02961730957031, 73.9799575805664, 74.02461242675781, 85.04071044921875, 86.06109619140625, 86.99906158447266, 88.98783874511719, 215.7625274658203, 98.06122589111328, 99.92630004882812, 100.07682800292969, 110.97007751464844, 113.03565979003906, 124.06417846679688, 126.0561294555664, 131.0462646484375, 143.08193969726562, 157.0983428955078, 167.81446838378906, 172.88560485839844, 183.0771942138672, 198.05612182617188, 200.85865783691406, 200.88153076171875, 201.0883026123047, 87.0563735961914, 139.0875701904297]"	"[85.04078674316406, 110.97005462646484, 100.07688903808594, 99.92601013183594, 98.06120300292969, 88.98809051513672, 87.05633544921875, 86.06105041503906, 82.06609344482422, 60.029502868652344, 113.0359115600586, 70.02975463867188, 69.91197967529297, 60.311790466308594, 58.0294075012207, 74.02459716796875, 114.05565643310547, 124.06449890136719, 118.6814956665039, 201.08822631835938, 183.0777130126953, 172.88485717773438, 157.09829711914062, 139.0876007080078, 131.0463104248047, 126.05611419677734]"	"[1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687, 1.429651141166687]"	"[1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677, 1.5443917512893677]"	HZXKIWTUQWWSDX-UHFFFAOYSA-N[M-H]-	(2-isobutyrylamino-acetylamino)-acetic acid[M-H]-
